"","Min.","1st Qu.","Median","Mean","3rd Qu.","Max.","NA's"
"CD8+ T cells_prop",0.027735466586377,0.0731342642060237,0.0983433406978402,0.110893205621356,0.13896403362184,0.362732906762381,0
"CD4+ T cells_M1_med_dist",0.0134401002506266,0.0721248852642853,0.0982660744677837,0.105753048457121,0.130712862769431,0.356458615191711,0
"Monocytes_M1_contact",0.0289080091080091,0.0715489284516473,0.0968345182319078,0.102234380008723,0.125746029854869,0.403104159090545,0
"CD11b_low Neutrophils_tumor_med_dist",0.0174431616124711,0.0745882448127136,0.0965397319331702,0.107173696530996,0.129767552055744,0.397786445981914,0
"CD11b+ epithelial_M1_med_dist",0.0231276911309521,0.0729492349458493,0.0965264330551872,0.104010127658042,0.126783976355502,0.357832154571238,0
"Unidentified_tumor_contact",0.0270888888888889,0.0719367454035293,0.0963268519941614,0.104286551668692,0.123099777257723,0.388990675509796,0
"Neuroepithelial cells_M1_med_dist",0.0165918067226891,0.068319372440058,0.0961838685553601,0.106633330428064,0.133067349553749,0.344822840109574,0
"M1 macrophages_tumor_contact",0.0153974358974359,0.0743212959627929,0.095223286664985,0.100899288949478,0.119218651249272,0.33478188815295,0
"CD8+ T cells_tumor_med_dist",0.0104372759856631,0.0720506774082368,0.0950046959192988,0.103442550945365,0.126480718922503,0.303477840460075,0
"NK/NKT_M1_contact",0.016450623885918,0.0720512050614384,0.0945730280328292,0.103409461865348,0.125401082224866,0.422732002272262,0
"M1 macrophages_assort",0.0167363425105361,0.0683956219563567,0.0933393823190838,0.0999788771700312,0.121543558594765,0.450782075208209,0
"CD11c+ epithelial_prop",0.0166504761904762,0.0703334446473483,0.0924310674893914,0.0977803232272668,0.117170560040786,0.242874036280272,0
"Dendritic cells_vascular_contact",0.00881793372319689,0.0625378685927395,0.092206208735547,0.104548774217251,0.137288509963737,0.438192302978865,0
"Fibroblast_region",0.0121612535612536,0.0654695097393496,0.0920026592298699,0.104610887588866,0.128264296885308,0.466094539712858,0
"CD8+ T cells_assort",0.0137001645697298,0.0687114523907603,0.0912863530883238,0.0978534223414059,0.116122080249062,0.31874108395351,0
"Vascular endothelial cells_prop",0.0286945054945055,0.0692173358563723,0.0907882057231307,0.0996169722579069,0.118590183626279,0.379768446081926,0
"Tumor_region",0.0125623809523809,0.0676016910943112,0.0903239308556248,0.0966290327061031,0.113989368836601,0.569157474363918,0
"CD4+ T cells_M1_contact",0.0189783738001129,0.064760592039058,0.0900462889626747,0.0958278975754945,0.113890653304427,0.324233315322424,0
"H3K14Ace",0.0217778717730124,0.0668040062996459,0.090044996198301,0.0964522220922904,0.11817754829025,0.340001227601431,0
"Other immune_M1_contact",0.014929117259552,0.0655300194807111,0.0891780837714227,0.0948512186473077,0.11514918347127,0.346388431622734,0
"NK/NKT_assort",0.0129629416976785,0.0643950849653443,0.0888546951314724,0.10082326627937,0.121826375930053,0.437723358385492,0
"Neuroepithelial cells_tumor_contact",0.00899326479971641,0.0640656136236697,0.0888292703487306,0.0975056771212267,0.121368440320406,0.273262377932973,0
"HLADR+_assort",0.021639846743295,0.0667345094507423,0.0887228326378812,0.0965398100526554,0.118367911282836,0.301925169809675,0
"HLADR+_tumor_contact",0.0156207792207792,0.0653081784429362,0.0886751107194762,0.0968194022806756,0.112548703638118,0.407519531526771,0
"Unidentified_vascular_med_dist",0.0227497188857654,0.0668558854973233,0.0886655913731659,0.0926352077324545,0.110976294180374,0.258819794915794,0
"B cells_tumor_contact",0.0112619047619048,0.0670828458040635,0.0881068921478727,0.0964472938719012,0.119099343889151,0.291199116851695,0
"Neuroepithelial cells_vascular_contact",0.0111794871794872,0.0645890708171347,0.0880578305421798,0.0998023007095826,0.120988945370255,0.447263335806927,0
"NK/NKT_M1_med_dist",0.0127792960662526,0.0675828871388035,0.0879383177031297,0.0988058909886269,0.121176045720772,0.385300880349657,0
"Tumor_vascular_contact",0.0127395382395382,0.0686336443252574,0.0879292447212615,0.0990892955862904,0.120165379324498,0.302730776684262,0
"Fibroblast_M1_med_dist",0.0219480667480667,0.0675479411457815,0.0877743265563002,0.091214886258112,0.109934527988972,0.268011233141715,0
"M1 macrophages_vascular_med_dist",0.0209370927318296,0.0645188765247263,0.0860634379197111,0.0915743651811592,0.10846519046696,0.321469987190817,0
"CD4+ T cells_assort",0.0176414883362252,0.0610873944940915,0.0844152540909503,0.0878326817812684,0.103879661725246,0.419023326996206,0
"Tumor_vascular_med_dist",0.0194461927766276,0.0657122180816298,0.0843454972963859,0.0912689018883137,0.110838737151189,0.271263986246178,0
"Other immune_M1_med_dist",0.0216362092979484,0.0631472031785758,0.0834905090908404,0.0945252828642151,0.116037109165358,0.418718591939534,0
"CD11b_low Neutrophils_tumor_contact",0.0184450520239994,0.0600624683529405,0.083272047265757,0.0906070749402837,0.110199505353917,0.408080937287512,0
"CD11c+ epithelial_vascular_med_dist",0.0123093573093573,0.0644419790295667,0.0831665496888405,0.0882920399809973,0.106539578717558,0.360866400206593,0
"NK/NKT_prop",0.0130140429785107,0.0626106763448227,0.083101628352245,0.0945673199077906,0.113664361693489,0.432509128284098,0
"CD11b+ epithelial_tumor_med_dist",0.0150213725490196,0.061425377677374,0.0823011651969174,0.0907760019705195,0.108571305081604,0.511884706095908,0
